20
   2  18 0 254 255 255 255 255 255 255 255 255 255 255   7 Резников К.С.
   2  18 0 254 255 255 255 255 255 255 255 255 255 255   7 Резникова Р.А.
   2   3 0 254 255 255 255 255 255 255 255 255 255 255   7 Рекус И.Г.
   2   8 0 254 255 255 255 255 255 255 255 255 255 255   7 Роев Б.А.
   2  35 0 254 255 255 255 255 255 255 255 255 255 255   7 Розанова Н.Н.
   2  19 0 254 255 255 255 255 255 255 255 255 255 255   7 Рудяк Ю.В.
   2  19 0 254 255 255 255 255 255 255 255 255 255 255   7 Рытиков Г.О.
   2   7 0 254 255 255 255 255 255 255 255 255 255 255   7 Рябов В.П.
   2  31 0 254 255 255 255 255 255 255 255 255 255 255   7 Садовский И.Н.
   2  18 0 254 255 255 255 255 255 255 255 255 255 255   7 Сакина А.Н.
   2  12 0 254 255 255 255 255 255 255 255 255 255 255   7 Самарин Ю.Н.
   2  29 0 254 255 255 255 255 255 255 255 255 255 255   7 Самарина Е.А.
   2  28 0 254 255 255 255 255 255 255 255 255 255 255   7 Самоделова Е.В.
   2  12 0 254 255 255 255 255 255 255 255 255 255 255   7 Самохин В.Н.
   2  11 0 254 255 255 255 255 255 255 255 255 255 255   7 Самохина А.В.
   2   4 0 254 255 255 255 255 255 255 255 255 255 255   7 Сафонов А.В.
   2  38 0 254 255 255 255 255 255 255 255 255 255 255   7 Сафьянов В.И.
   2  22 0 254 255 255 255 255 255 255 255 255 255 255   7 Свешникова И.К.
   2  12 0 254 255 255 255 255 255 255 255 255 255 255   7 Сергеев С.Н.
   2   8 0 254 255 255 255 255 255 255 255 255 255 255   7 Силенко П.Н.
